date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
2026-04-17,2026,Voluntary Contribution 2025 Japan,17413885,"Japan, Government of",Governments,JPN,2026,2026,,,,International Organization for Migration,Multilateral Organizations,Multi-sector,"COD,DJI,ETH,FJI,GHA,HTI,IDN,IRQ,KHM,MMR,MOZ,PHL,RWA,SLB,SOM,THA,TUR,UGA,UKR,VEN",,,,2026,2026,financial,Standard,Traditional aid,incoming,shared,paid,2026-04-17,2026-03-03,,2612082750,JPY,150,385854,,2026-04-17,2026-04-17
2026-04-15,2026,"World Food Programme 	Afghanistan, Haiti, Lebanon, Palestine, Yemen, Pakistan, Angola, Burkina Faso, Burundi, Cameroon, CAR, DRC, Djibouti, Kenya, Madagascar, Mali, Nigeria, Rwanda, Somalia, South Sudan, Sudan, Tanzania, Uganda, Zimbabwe, Myanmar, Thailand, Ukraine",67309391,"Japan, Government of",Governments,JPN,2026,2026,,,,World Food Programme,Multilateral Organizations,"Food Security,Logistics,Nutrition","AFG,AGO,BDI,BFA,CAF,CMR,COD,DJI,HTI,KEN,LBN,MDG,MLI,MMR,NGA,PAK,PSE,RWA,SDN,SOM,SSD,THA,TZA,UGA,UKR,YEM,ZWE",,,,2026,2026,financial,Standard,Traditional aid,incoming,shared,paid,2026-04-14,2026-02-19,,10096408650,JPY,150,385472,,2026-04-15,2026-04-15
2026-04-01,2026,Sweden Contribution to OCHA 2026,548636,"Sweden, Government of",Governments,SWE,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Office for the Coordination of Humanitarian Affairs,Multilateral Organizations,Coordination and support services,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-02-25,2026-02-23,,5200000,SEK,9.4781,379678,OCT/SWE/2026/78009/OCHA(OCHA Program)/HTI/85352 16109 Amendment 3,2026-04-03,2026-04-03
2026-03-27,2026,Logistics,1000000,"Japan, Government of",Governments,JPN,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,World Food Programme,Multilateral Organizations,Logistics,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-03-27,2026-02-19,,,,,383370,10052593	 No 	 D-4 	 JPN-C-00979-25 	 HT03.05.055.HAS1,2026-03-27,2026-03-27
2026-03-27,2026,"Food Security - Food Assistance
USAID/BHA",496588,"United States of America, Government of",Governments,USA,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,World Food Programme,Multilateral Organizations,Food Security,HTI,,,,2026,2026,in kind,Standard,Traditional aid,incoming,single,paid,2026-03-27,2026-02-24,"USAID/BHA,Food Assistance",,,,383371,10052573	 No 	 720BHA25IO00044 	 USA-C-02348-07 	 HT03.DS,2026-03-27,2026-03-27
2026-03-27,2026,"Food Security - Food Assistance
USAID/BHA",7439370,"United States of America, Government of",Governments,USA,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,World Food Programme,Multilateral Organizations,Food Security,HTI,,,,2026,2026,in kind,Standard,Traditional aid,incoming,single,paid,2026-03-27,2026-02-24,"USAID/BHA,Food Assistance",,,,383372,10052573	 No 	 720BHA25IO00044 	 USA-C-02348-07 	 HT03.01.011.URT1,2026-03-27,2026-03-27
2026-03-27,2026,Food Security - Food Assistance,1000000,"Switzerland, Government of",Governments,CHE,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,World Food Programme,Multilateral Organizations,Food Security,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-03-27,2026-02-16,,800000,CHF,0.8,383373,70003332	 No 	 81081823 HAITI PROMES II 	 SWI-C-00940-07 	 HT03,2026-03-27,2026-03-27
2026-03-27,2026,Food Security - Food Assistance,63239,Private (individuals & organizations),Private Organizations,,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,World Food Programme,Multilateral Organizations,Food Security,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-03-27,2026-01-01,,,,,383375,10052587	 No 	 ALLOCATION FILE 	 WPD-C-07254-05 	 HT03,2026-03-27,2026-03-27
2026-03-27,2026,"Canada Contribution to Haiti - Regional HF for Latin America, Caribbean (H_RHPF_LAC) 2026",625000,"Canada, Government of",Governments,CAN,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Haiti Humanitarian Fund,Pooled Funds,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-03-31,2026-03-27,,850000,CAD,1.36,383527,OCT/CAN/2026/78042/OCHA(CBPF-OCHA)/HTI/85433 Project no.: P015704 Arrangement no.: 7467454,2026-04-02,2026-04-02
2026-03-27,2026,Canada Contribution to OCHA 2026,110294,"Canada, Government of",Governments,CAN,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Office for the Coordination of Humanitarian Affairs,Multilateral Organizations,Coordination and support services,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-04-01,2026-03-12,,150000,CAD,1.36,383610,OCT/CAN/2026/78043/OCHA(OCHA Program)/HTI/85456 Project no.: P015707 Arrangement no.: 7467280,2026-04-02,2026-04-02
2026-03-25,2025,"Contribuer à la réduction de la morbi-mortalité des populations déportées, déplacées et hôtes  affectées par les crises dans le département du Sud Est.",486925,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Alliance for International Medical Action,NGOs,Health,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-03-10,2025-08-12,,424599,EUR,0.872,353722,ECHO/-AM/BUD/2025/91014,2026-03-25,2026-03-26
2026-03-25,2025,"Contribuer à la réduction de la morbi-mortalité des populations déportées, déplacées et hôtes  affectées par les crises dans le département du Sud Est.",8743,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Alliance for International Medical Action,NGOs,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-03-10,2025-08-12,,7624,EUR,0.872,353723,ECHO/-AM/BUD/2025/91014,2026-03-25,2026-03-26
2026-03-25,2025,"Contribuer à la réduction de la morbi-mortalité des populations déportées, déplacées et hôtes  affectées par les crises dans le département du Sud Est.",86061,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Alliance for International Medical Action,NGOs,Nutrition,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-03-10,2025-08-12,,75045,EUR,0.872,353724,ECHO/-AM/BUD/2025/91014,2026-03-25,2026-03-26
2026-03-25,2024,Integrated nutrition and protection emergency response to improve the conditions of vulnerable households in Artibonite and within Port au Prince,21081,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2024,2024,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Acción Contra el Hambre - Spain,NGOs,Nutrition,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-03-17,2024-10-30,,19268,EUR,0.914,368924,ECHO/-AM/BUD/2024/91034,2026-03-25,2026-03-26
2026-03-25,2024,Integrated nutrition and protection emergency response to improve the conditions of vulnerable households in Artibonite and within Port au Prince,245921,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2024,2024,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Acción Contra el Hambre - Spain,NGOs,Nutrition,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-03-17,2024-10-30,,224772,EUR,0.914,368925,ECHO/-AM/BUD/2024/91034,2026-03-25,2026-03-26
2026-03-25,2024,Integrated nutrition and protection emergency response to improve the conditions of vulnerable households in Artibonite and within Port au Prince,148456,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2024,2024,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Acción Contra el Hambre - Spain,NGOs,Protection,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-03-17,2024-10-30,,135689,EUR,0.914,368927,ECHO/-AM/BUD/2024/91034,2026-03-25,2026-03-26
2026-03-24,2025,HT : GERER-Sud Phase 1 - HT: Phase 1 Gestion dur des ressources,721584,"Switzerland, Government of",Governments,CHE,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Swiss Development Cooperation/Swiss Humanitarian Aid,Governments,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-02-11,2025-01-01,,565000,CHF,0.783,377760,7F-11481.01.06,2026-03-24,2026-03-25
2026-03-24,2025,HT : GERER-Sud Phase 1 - HT: Phase 1 Gourvernance des risques,606641,"Switzerland, Government of",Governments,CHE,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Swiss Development Cooperation/Swiss Humanitarian Aid,Governments,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-02-11,2025-01-01,,475000,CHF,0.783,377761,7F-11481.01.05,2026-03-24,2026-03-25
2026-03-24,2025,HT : GERER-Sud Phase 1 - HT: Phase 1 Fonctionnement,320307,"Switzerland, Government of",Governments,CHE,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Swiss Development Cooperation/Swiss Humanitarian Aid,Governments,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-02-11,2025-01-01,,250800,CHF,0.783,377762,7F-11481.01.03,2026-03-24,2026-03-25
2026-03-24,2025,HT : GERER-Sud Phase 1 - HT: Phase 1 Réponses aux urgences,113027,"Switzerland, Government of",Governments,CHE,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Swiss Development Cooperation/Swiss Humanitarian Aid,Governments,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-02-11,2025-01-01,,88500,CHF,0.783,377763,7F-11481.01.04,2026-03-24,2026-03-25
2026-03-24,2025,HT : GERER-Sud Phase 1 - HT: Réponse aux urgences-Post Melissa,206069,"Switzerland, Government of",Governments,CHE,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Swiss Development Cooperation/Swiss Humanitarian Aid,Governments,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-02-11,2025-01-01,,161352,CHF,0.783,377764,7F-11481.01.07,2026-03-24,2026-03-25
2026-03-24,2024,Amelioration protection population 1 - Partenaire VBG,370370,"Switzerland, Government of",Governments,CHE,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International NGOs (Confidential),NGOs,Protection,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-02-11,2024-02-01,,290000,CHF,0.800001,377789,7F-11250.01.04,2026-03-24,2026-03-25
2026-03-24,2024,Amelioration protection population 1 - Backstopping et Capitalisation,76628,"Switzerland, Government of",Governments,CHE,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Private (individuals & organizations),Private Organizations,Protection,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-02-11,2024-02-01,,60000,CHF,0.8,377808,7F-11250.01.07,2026-03-24,2026-03-25
2026-03-24,2024,"Programme d'Appui à la Promotion et à la - PROMES II, Suivi, évaluation et acompagn",38314,"Switzerland, Government of",Governments,CHE,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Private (individuals & organizations),Private Organizations,Protection,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-02-11,2024-08-01,,30000,CHF,0.783,377809,7F-10322.02.03,2026-03-24,2026-03-25
2026-03-24,2023,HT: REGLEAU (Prog Renf Ges Locale Eau)_2 - HT: Evaluation_2,22948,"Switzerland, Government of",Governments,CHE,2026,2026,,,,Private (individuals & organizations),Private Organizations,Early Recovery,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-02-11,2023-04-01,,17968,CHF,0.783,377810,7F-09609.02.02,2026-03-24,2026-03-25
2026-03-24,2025,HT : GERER-Sud Phase 1 - HT: Phase 1 Gestion dur des ressources,15617,"Switzerland, Government of",Governments,CHE,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Swiss Development Cooperation/Swiss Humanitarian Aid,Governments,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-03-23,2025-01-01,,12228,CHF,0.782993,382849,7F-11481.01.06,2026-03-24,2026-03-25
2026-03-24,2025,HT : GERER-Sud Phase 1 - HT: Phase 1 Gourvernance des risques,5176,"Switzerland, Government of",Governments,CHE,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Swiss Development Cooperation/Swiss Humanitarian Aid,Governments,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-03-23,2025-01-01,,4053,CHF,0.783037,382850,7F-11481.01.05,2026-03-24,2026-03-25
2026-03-24,2025,HT : GERER-Sud Phase 1 - HT: Phase 1 Fonctionnement,39428,"Switzerland, Government of",Governments,CHE,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Swiss Development Cooperation/Swiss Humanitarian Aid,Governments,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-03-23,2025-01-01,,30872,CHF,0.782997,382851,7F-11481.01.03,2026-03-24,2026-03-25
2026-03-24,2025,HT : GERER-Sud Phase 1 - HT: Réponse aux urgences-Post Melissa,18862,"Switzerland, Government of",Governments,CHE,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Swiss Development Cooperation/Swiss Humanitarian Aid,Governments,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-03-23,2025-01-01,,14769,CHF,0.783003,382852,7F-11481.01.07,2026-03-24,2026-03-25
2026-03-17,2024,Integrated nutrition and protection emergency response to improve the conditions of vulnerable households in Artibonite and within Port au Prince,14025,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2024,2024,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Acción Contra el Hambre - Spain,NGOs,Protection,HTI,,,,2026,2026,financial,Standard,Cash transfer programming (CTP),incoming,single,commitment,2026-03-17,2024-10-30,,12819,EUR,0.914,368926,ECHO/-AM/BUD/2024/91034,2026-03-17,2026-03-17
2026-03-12,2025,"Funding of APP-F, the ""Food Security and Nutrition Analysis Service"" of WFP: Data for Emergency Support",52083,"Germany, Government of",Governments,DEU,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,World Food Programme,Multilateral Organizations,Food Security,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,pledge,2026-03-09,2025-01-01,,50000,EUR,0.96,381075,S08-321.50GLOBWFPDATA,2026-03-12,2026-03-12
2026-03-12,2026,ACF - Action contre la faim - Canada	Multi sector - Humanitarian Efforts	In responses to humanitarian needs,679639,"Canada, Government of",Governments,CAN,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Action Against Hunger - Canada,NGOs,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-03-12,2026-03-12,,950000,CAD,1.3978,381107,P012726,2026-03-12,2026-03-12
2026-03-12,2026,Save the Children   Haiti	2026,128774,"Canada, Government of",Governments,CAN,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Save the Children,NGOs,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-03-12,2025-03-09,,180000,CAD,1.3978,381202,P015250,2026-03-12,2026-03-12
2026-03-10,2026,"United States Contribution to Haiti - Regional HF for Latin America, Caribbean (H_RHPF_LAC-US) 2026",125000000,"United States of America, Government of",Governments,USA,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,"Haiti (Latin America, Caribbean HF)",Pooled Funds,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-02-24,2026-02-20,,,,,379496,OCT/USA/2026/77991/OCHA(CBPF-OCHA)/HTI/85341 SFEXFA26GR0002 DRC EHF NHF SSH SHF HHF,2026-03-12,2026-03-12
2026-03-05,2025,Part of Memorandum of Understanding contribution for 2026,116959,"Slovenia, Government of",Governments,SVN,2026,2026,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,Multi-sector,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-03-03,2025-08-28,,100000,EUR,0.855,380613,,2026-03-05,2026-03-05
2026-03-05,2024,Food security in Haiti,0,"Slovenia, Government of",Governments,SVN,2026,2026,,,,World Food Programme,Multilateral Organizations,,HTI,,,,2026,2026,financial,Parked,Traditional aid,incoming,single,paid,2026-03-03,2024-07-24,,0,EUR,0.918,380624,,2026-03-05,2026-03-27
2026-03-05,2024,Food security in Haiti,141612,"Slovenia, Government of",Governments,SVN,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,World Food Programme,Multilateral Organizations,Food Security,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-03-27,2024-07-30,,130000,EUR,0.918,383374,10049291	 No 	 SLO 30-07-2024 NV 	 SVN-C-00061-03 	 HT03,2026-03-27,2026-03-27
2026-03-03,2026,"Flyktninghjelpen/NRC in Haiti works to ensure that people affected by displacement and at risk of displacement due to escalating gang violence, fragmented control and checkpoints, and the collapse of basic services have access to timely, quality, inclusive, and relevant humanitarian assistance through a protection-enhancing approach. NRC provides lifesaving and protection-centred assistance through integrated programming. Core sectors include Education, Information, Camp Coordination and Camp Management (CCCM), and Shelter and Settlements. The project design is informed by a gender analysis, and all indicators are disaggregated by sex.",401124,"Norway, Government of",Governments,NOR,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Norwegian Refugee Council,NGOs,"Camp Coordination / Management,Education,Emergency Shelter and NFI,Protection",HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-03-03,,,3797841,NOK,9.468,380362,QZA-25/0010-56	QZA-25/0010,2026-03-03,2026-03-03
2026-03-03,2026,"Flyktninghjelpen/NRC in Haiti works to ensure that people affected by displacement and at risk of displacement due to escalating gang violence, fragmented control and checkpoints, and the collapse of basic services have access to timely, quality, inclusive, and relevant humanitarian assistance through a protection-enhancing approach. NRC provides lifesaving and protection-centred assistance through integrated programming. Sectors include Information, counselling and legal assistance (ICLA) and Protection from violence (PfV).The project design is informed by a gender analysis, and all indicators are disaggregated by sex.",267416,"Norway, Government of",Governments,NOR,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Norwegian Refugee Council,NGOs,Protection,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-03-03,,,2531894,NOK,9.468,380363,QZA-25/0010-57	QZA-25/0010,2026-03-03,2026-03-03
2026-02-27,,WFP's operations in Haiti,2361275,"Finland, Government of",Governments,FIN,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,World Food Programme,Multilateral Organizations,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,pledge,2026-02-27,,,2000000,EUR,0.847,380205,,2026-02-27,2026-02-27
2026-02-26,,"HAC-HAITI	
Emergency Education response to Hurricane Melissa-Haiti",65868,UNICEF National Committee/Spain,Private Organizations,,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,United Nations Children's Fund,Multilateral Organizations,Education,HTI,,,,2026,2026,financial,Pass through,Traditional aid,incoming,single,paid,2026-02-26,2026-02-01,Hurricane,55000,EUR,0.835,379933,SM260041,2026-02-26,2026-02-26
2026-02-26,,"Coordination and Support Services
Mobility tracking",100000,"Haiti, Government of",Governments,HTI,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Coordination and support services,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-02-24,2024-05-01,,,,,379962,HA-J0005/FAES/ED-CF-04/25 HHTI25,2026-02-26,2026-02-26
2026-02-26,,Water Sanitation Hygiene	WASH activities,489627,United States Department of State,Governments,USA,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Water Sanitation Hygiene,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-02-24,2024-05-01,,,,,379964,SPRMCO26GR0020,2026-02-26,2026-02-26
2026-02-26,,Emergency Shelter and NFI	Shelter rehabilitation and CFW,489627,United States Department of State,Governments,USA,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Emergency Shelter and NFI,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-02-24,2024-05-01,,,,,379966,SPRMCO26GR0020,2026-02-26,2026-02-26
2026-02-26,,"Protection	Provide protection activities, AAP, MHPSS",343196,United States Department of State,Governments,USA,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Protection,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-02-24,2024-05-01,,,,,379968,SPRMCO26GR0020,2026-02-26,2026-02-26
2026-02-26,,"Emergency Shelter and NFI	NFI, including Cleaning kits",343196,United States Department of State,Governments,USA,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Emergency Shelter and NFI,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-02-24,2024-05-01,,,,,379970,SPRMCO26GR0020,2026-02-26,2026-02-26
2026-02-16,2025,Appui-Protection-communautés rurales-GA,137500,"Switzerland, Government of",Governments,CHE,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,HEKS - Hilfswerk der Evangelischen Kirchen Schweiz,NGOs,Nutrition,HTI,,,,2026,2026,financial,Standard,Cash transfer programming (CTP),incoming,single,commitment,2026-02-11,2025-12-01,,110000,CHF,0.8,377743,7F-11667.01.01,2026-02-16,2026-02-25
