date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
2025-08-26,2025,Assistance alimentaire pour les personnes plus vulnérables en insécurité alimentaire aigue et préparation à la sécheresse des communautés rurales et déplacées du Sud-Est d'Haïti.,766346,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Food and Agriculture Organization of the United Nations,Multilateral Organizations,Food Security,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-05-28,,687412,EUR,0.897,357774,ECHO/-AM/BUD/2025/91030,2025-08-26,2026-02-03
2025-08-26,2024,"Emergency Shelter and NFI 
Rental subsidies, sites improvements  
Disaster Risk Reduction (DRR)
------ USAID / BHA",394518,"United States of America, Government of",Governments,USA,2024,2024,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Emergency Shelter and NFI,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2025-08-26,,USAID/BHA,,,,358140,720BHA23IO00068 	HHTI25,2025-09-09,2026-02-03
2025-08-26,2025,"Emergency Shelter and NFI 
Rental subsidies, sites improvements  
Disaster Risk Reduction (DRR)
------ USAID / BHA",681520,"United States of America, Government of",Governments,USA,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Emergency Shelter and NFI,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2025-08-26,,USAID/BHA,,,,358141,720BHA23IO00068 	HHTI25,2025-08-26,2026-02-03
2025-08-26,2025,"Emergency Shelter and NFI 
Rental subsidies, sites improvements  
---- CASH
------ USAID / BHA",545315,"United States of America, Government of",Governments,USA,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Emergency Shelter and NFI,HTI,,,,2026,2026,financial,Standard,Cash transfer programming (CTP),incoming,single,paid,2025-08-26,,USAID/BHA,,,,358143,720BHA23IO00068 	HHTI25,2025-08-26,2026-02-03
2025-08-26,2025,"Camp Coordination / Management
Site management and community resource centers (CRC)
------ USAID / BHA",226295,"United States of America, Government of",Governments,USA,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Camp Coordination / Management,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2025-08-26,,USAID/BHA,,,,358145,720BHA23IO00068 	HHTI25,2025-08-26,2026-02-03
2025-08-26,2025,"Water Sanitation Hygiene
Water provision, sanitation improvements
------ USAID / BHA",597482,"United States of America, Government of",Governments,USA,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Water Sanitation Hygiene,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2025-08-26,,USAID/BHA,,,,358147,720BHA23IO00068 	HHTI25,2025-08-26,2026-02-03
2025-08-26,2025,"Health 
Medical mobile clinics
------ USAID / BHA",243090,"United States of America, Government of",Governments,USA,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Health,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2025-08-26,,USAID/BHA,,,,358149,720BHA23IO00068 	HHTI25,2025-08-26,2026-02-03
2025-08-26,2025,"Coordination and Support Services
Mobility tracking DTM rounds, MSNA
------ USAID / BHA",730496,"United States of America, Government of",Governments,USA,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Coordination and support services,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2025-08-26,,USAID/BHA,,,,358151,720BHA23IO00068 	HHTI25,2025-08-26,2026-02-03
2025-08-26,2025,"Protection - Gender-Based Violence
MHPSS and GBV
------ USAID / BHA",225803,"United States of America, Government of",Governments,USA,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Protection,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2025-08-26,,USAID/BHA,,,,358153,720BHA23IO00068 	HHTI25,2025-08-26,2026-02-03
2025-08-26,2025,"Protection
MHPSS and community-based activities in sites and host communities",93052,"France, Government of",Governments,FRA,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Protection,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2025-08-26,,Multiyear,83468,EUR,0.897,358157,2025-0201149	  HHTI25,2025-08-26,2026-02-03
2025-08-26,2025,"Camp Coordination / Management
Community resource centers",109209,"France, Government of",Governments,FRA,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Camp Coordination / Management,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2025-08-26,,Multiyear,97960,EUR,0.897,358158,2025-0201149	  HHTI25,2025-08-26,2026-02-03
2025-08-26,2025,"Coordination and Support Services
Community resource centers",76446,"France, Government of",Governments,FRA,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Coordination and support services,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2025-08-26,,Multiyear,68572,EUR,0.897,358159,2025-0201149	  HHTI25,2025-08-26,2026-02-03
2025-08-08,2024,Out of plan	HDP (development)	Project to Strengthen Agricultural Opportunities Through Training and Technological Investment (PROFIT) – Phase II,307168,"Norway, Government of",Governments,NOR,2024,2024,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Labour Organization,Multilateral Organizations,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2025-07-18,2025-08-08,Multiyear,3208370,NOK,10.445,356582,HTI/24/02/NOR,2025-08-08,2026-02-03
2025-07-29,2024,Providing quality education in emergency services to the most vulnerable and at risk children and adolescents in contexts of violence in Haiti.,221229,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2024,2024,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Save the Children,NGOs,Education,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2024-05-14,,206849,EUR,0.935,350485,ECHO/-AM/BUD/2024/91005,2025-07-29,2026-02-03
2025-07-29,2025,"Renforcement des capacités locales et communautaires pour le système d’alerte précoce, la préparation et la réponse rapide aux risques multiples et interdépendants, en Haïti.",568182,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Cooperazione Internazionale - COOPI,NGOs,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-04-17,,500000,EUR,0.88,354074,ECHO/-AM/BUD/2025/91012,2025-07-29,2026-02-03
2025-07-29,2025,"Binational Emergency Response: Ensuring immediate access to child protection and education services for children, adolescents, and their families impacted by violence and migration measures in the Dominican Republic and Haiti",34448,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Plan International,NGOs,Education,HTI,,,,2026,2026,financial,Standard,Cash transfer programming (CTP),incoming,single,commitment,2025-07-02,2025-05-06,,30211,EUR,0.877,354647,ECHO/-AM/BUD/2025/91021,2025-07-29,2026-02-03
2025-07-29,2025,"Binational Emergency Response: Ensuring immediate access to child protection and education services for children, adolescents, and their families impacted by violence and migration measures in the Dominican Republic and Haiti",19765,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Plan International,NGOs,Education,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-05-06,,17334,EUR,0.877,354652,ECHO/-AM/BUD/2025/91021,2025-07-29,2026-02-03
2025-07-29,2025,"Binational Emergency Response: Ensuring immediate access to child protection and education services for children, adolescents, and their families impacted by violence and migration measures in the Dominican Republic and Haiti",468503,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Plan International,NGOs,Education,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-05-06,,410877,EUR,0.877,354653,ECHO/-AM/BUD/2025/91021,2025-07-29,2026-02-03
2025-07-29,2025,"Binational Emergency Response: Ensuring immediate access to child protection and education services for children, adolescents, and their families impacted by violence and migration measures in the Dominican Republic and Haiti",46811,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Plan International,NGOs,Education,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-05-06,,41053,EUR,0.877,354654,ECHO/-AM/BUD/2025/91021,2025-07-29,2026-02-03
2025-07-09,2025,European Commission (DG-ECHO) Contribution to OCHA 2026,438407,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Office for the Coordination of Humanitarian Affairs,Multilateral Organizations,Coordination and support services,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2026-02-14,2025-03-27,Multiyear,374400,EUR,0.854,377019,OCT/Global/2026/77602/OCHA(OCHA Program)/HTI/85249 ECHO/ERC/BUD/2025/91001,2026-02-14,2026-02-16
2025-06-26,2025,European Commission (DG-ECHO) Contribution to OCHA 2026,107339,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Office for the Coordination of Humanitarian Affairs,Multilateral Organizations,Coordination and support services,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2026-02-14,2025-03-27,Multiyear,93600,EUR,0.872,377051,OCT/Global/2026/77603/OCHA(OCHA Program)/HTI/85281 ECHO/ERC/BUD/2025/91001,2026-02-25,2026-02-25
2025-05-15,,Assistance alimentaire pour les personnes plus vulnérables en insécurité  alimentaire aigue et préparation à la sécheresse des communautés rurales et déplacées,179598,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Food and Agriculture Organization of the United Nations,Multilateral Organizations,Protection,HTI,,,,2026,2026,financial,Standard,Cash transfer programming (CTP),incoming,single,commitment,2025-05-12,2025-02-05,Multiyear,166667,EUR,0.928,343767,ECHO/-AM/BUD/2025/91030,2025-05-15,2026-02-03
2025-05-15,,Assistance alimentaire pour les personnes plus vulnérables en insécurité  alimentaire aigue et préparation à la sécheresse des communautés rurales et déplacées,718390,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Food and Agriculture Organization of the United Nations,Multilateral Organizations,Food Security,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2025-05-12,2025-02-05,Multiyear,666666,EUR,0.928,343768,ECHO/-AM/BUD/2025/91030,2025-05-15,2026-02-03
2025-05-08,2026,UNICEF - United Nations International Childrens Emergency Fund	Haiti	2026,1430820,"Canada, Government of",Governments,CAN,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,United Nations Children's Fund,Multilateral Organizations,Nutrition,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2025-05-06,2025-04-07,,2000000,CAD,1.3978,343333,P015567,2026-03-12,2026-03-12
2025-05-08,2026,Save the Children 	Haiti		 2026,1039501,"Canada, Government of",Governments,CAN,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Save the Children,NGOs,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2025-05-06,2025-03-09,,1500000,CAD,1.443,343411,P015250,2025-05-08,2026-02-03
2025-05-07,2026,Haiti	2026	WFP - Multi Country - 2025		Food and Nutrition	In response to humanitarian needs,1074151,"Canada, Government of",Governments,CAN,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,World Food Programme,Multilateral Organizations,Nutrition,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2025-05-07,2025-03-09,,1550000,CAD,1.443,343208,P015659,2025-05-07,2026-02-03
2025-05-06,2026,Multisector	Multisector humanitarian response in Haiti,104676,"Canada, Government of",Governments,CAN,2026,2026,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,Multi-sector,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2025-05-06,2025-03-09,,150000,CAD,1.433,343039,P015656,2025-05-06,2025-05-06
2025-05-01,2025,"Canada Contribution to Haiti - Regional HF for Latin America, Caribbean (H_RHPF_LAC) 2026",108225,"Canada, Government of",Governments,CAN,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,"Haiti (Latin America, Caribbean HF)",Pooled Funds,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2025-05-03,2025-05-01,,150000,CAD,1.385,342860,OCT/CAN/2026/77584/OCHA(CBPF-OCHA)/HTI/84474 Project no.: P015704 Arrangement no.: 7467454,2025-05-15,2026-04-02
2025-04-30,2025,Canada Contribution to OCHA 2026,36101,"Canada, Government of",Governments,CAN,2025,2025,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Office for the Coordination of Humanitarian Affairs,Multilateral Organizations,Coordination and support services,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2025-05-03,2025-04-09,,50000,CAD,1.385,342823,OCT/CAN/2026/77620/OCHA(OCHA Program)/HTI/84613 Project no.: P015707 Arrangement no.: 7467280,2025-05-15,2026-02-03
2025-04-28,2025,"Water Sanitation Hygiene
Water trucking, latrines/showers rehabilitations, hygiene promotion",290023,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2024,2024,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Water Sanitation Hygiene,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2025-04-28,2025-04-16,Multiyear,250000,EUR,0.862,358161,ECHO/-AM/BUD/2024/91017         HHTI25,2025-08-26,2026-02-03
2025-04-28,2025,"Emergency Shelter and NFI 
Purchasing and prepositioning NFIs",170978,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2024,2024,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Emergency Shelter and NFI,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2025-08-26,,Multiyear,147383,EUR,0.862,358165,ECHO/-AM/BUD/2024/91017     HHTI25,2025-08-27,2026-02-03
2025-03-13,2023,Provision of protection and assistance to vulnerable Haitian women and children migrants,172119,"Canada, Government of",Governments,CAN,2023,2023,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Protection,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2023-08-11,2023-03-30,,232877,CAD,1.353,312167,P006406,2024-05-31,2026-02-03
2025-03-13,2023,Promoting income-generating activities for vulnerable women migrants,562389,"Canada, Government of",Governments,CAN,2023,2023,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2023-08-11,2023-03-30,,760912,EUR,1.353,326148,P006406,2024-10-31,2026-02-03
2024-09-06,2025,Food security in Haiti,0,"Slovenia, Government of",Governments,SVN,2024,2026,,,,World Food Programme,Multilateral Organizations,,HTI,,,,2024,2026,financial,Parked,Traditional aid,incoming,shared,commitment,2025-01-14,2024-09-06,Multiyear,0,EUR,0.908,335897,51102-8/2024/3 ,2025-01-15,2026-03-05
2024-05-31,2024,"Water Sanitation Hygiene	Water provision, sanitation improvements",486033,"United States of America, Government of",Governments,USA,2024,2024,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Water Sanitation Hygiene,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2024-05-30,2024-02-01,BHA,,,,312191,720BHA23IO00068,2024-05-31,2026-02-03
2024-05-31,2024,"HHTI23	Emergency Shelter and NFI	DRR, site improvements, rental subsidies, NFI distribution",1502391,"United States of America, Government of",Governments,USA,2024,2024,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Emergency Shelter and NFI,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2024-05-30,2024-02-01,BHA,,,,312194,720BHA23IO00068,2024-05-31,2026-02-03
2024-05-31,2024,"HHTI23	Camp Coordination / Management	Site management, capacity building",300954,"United States of America, Government of",Governments,USA,2024,2024,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Camp Coordination / Management,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2024-05-30,2023-02-01,BHA,,,,312197,720BHA23IO00068,2024-05-31,2026-02-03
2024-05-31,,HTI23	Health	Mobile health clinics and medication,394661,"United States of America, Government of",Governments,USA,2024,2024,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Health,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2024-05-30,2023-02-01,BHA,,,,312215,720BHA23IO00068,2024-05-31,2026-02-03
2024-05-31,,HHTI23	Coordination and Support Services,14992,"United States of America, Government of",Governments,USA,2024,2024,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Coordination and support services,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2024-05-30,2023-02-01,BHA,,,,312220,720BHA23IO00068,2024-05-31,2026-02-03
2024-05-31,,"HHTI23	Protection	MHPSS, suicide prevention",162078,"United States of America, Government of",Governments,USA,2024,2024,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Protection,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,paid,2024-05-30,2023-02-01,BHA,,,,312226,720BHA23IO00068,2024-05-31,2026-02-03
2024-05-23,2024,Adopting a Comprehensive Approach to Addressing the Critical Humanitarian and Protection Needs of Displaced Populations in Haiti,271621,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2024,2024,,,,International Organization for Migration,Multilateral Organizations,,HTI,,,,2024,2026,financial,Parked,Traditional aid,incoming,shared,commitment,2024-05-25,2024-05-23,Multiyear,277016,EUR,0.923,310814,ECHO/-AM/BUD/2024/91017,2024-10-31,2025-09-09
2024-05-23,2024,"Protection - Human Trafficking & Smuggling
Emergency assistance to deported migrants upon arrival",234906,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2024,2024,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,International Organization for Migration,Multilateral Organizations,Protection,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2024-05-25,2024-05-23,Multiyear,202489,EUR,0.862,358163,ECHO/-AM/BUD/2024/91017          HHTI25,2025-08-26,2026-02-03
2024-02-06,2024,Out of plan	HDP (development)	Project to Strengthen Agricultural Opportunities Through Training and Technological Investment (PROFIT) – Phase II,0,"Norway, Government of",Governments,NOR,2024,2024,,,,International Labour Organization,Multilateral Organizations,,HTI,,,,2024,2028,financial,Parked,Traditional aid,incoming,shared,commitment,2024-05-22,2024-02-06,Multiyear,0,NOK,10.445,310126,HTI/24/02/NOR,2024-05-22,2026-02-03
2024-01-12,2026,Education facilities&material,3113772,"Switzerland, Government of",Governments,CHE,2026,2026,Haiti Besoins Humanitaires et Plan de Réponse 2026,HHTI26,1503,Swiss Development Cooperation/Swiss Humanitarian Aid,Governments,Education,HTI,,,,2026,2026,financial,Standard,Traditional aid,incoming,single,commitment,2024-01-12,,,2600000,CHF,0.835,308322,7F-08002.07,2024-05-13,2026-02-03
2023-11-27,2026,"Colombia : Regional Protection Hub No Finan. Aid Hum. 
Actions",42269,"Switzerland, Government of",Governments,CHE,2026,2026,,,,International NGOs (Confidential),NGOs,Protection,"ARG,BOL,BRA,CHL,COL,CRI,ECU,GTM,HTI,MEX,NIC,PAN,URY,VEN",,,,2026,2026,financial,Standard,Traditional aid,incoming,shared,commitment,2023-11-27,,,38000,CHF,0.899,304427,7F-10866.01.01,2024-03-28,2024-03-28
2023-11-27,2026,"Colombia : Regional Protection Hub No Finan. Aid Hum. 
Actions",100111,"Switzerland, Government of",Governments,CHE,2026,2026,,,,International NGOs (Confidential),NGOs,Protection,"ARG,BOL,BRA,CHL,COL,CRI,ECU,GTM,HTI,MEX,NIC,PAN,URY,VEN",,,,2026,2026,financial,Standard,Traditional aid,incoming,shared,commitment,2023-11-27,,,90000,CHF,0.899,304428,7F-10866.01.01,2024-03-28,2024-03-28
2023-11-27,2026,"Colombia : Regional Protection Hub No Finan. Aid Hum. 
Actions",94549,"Switzerland, Government of",Governments,CHE,2026,2026,,,,Private (individuals & organizations),Private Organizations,Protection,"ARG,BOL,BRA,CHL,COL,CRI,ECU,GTM,HTI,MEX,NIC,PAN,URY,VEN",,,,2026,2026,financial,Standard,Traditional aid,incoming,shared,paid,2023-11-27,,,85000,CHF,0.899,304435,7F-10866.01.01,2024-03-28,2024-03-28
2023-08-22,,Resilient Agriculture Emergency for Food Security (PARSA),0,World Bank,Multilateral Organizations,,2023,2023,,,,Food and Agriculture Organization of the United Nations,Multilateral Organizations,,HTI,,,,2023,2026,financial,Parked,Traditional aid,incoming,shared,commitment,2023-08-21,,Multiyear,,,,286454,UTF/HAI/048/HAI,2023-08-22,2025-02-10
2021-03-29,,Enroll OOSC Project: Break the Cycle of Poverty,3258352,Education Above All Foundation,Governments,QAT,2021,2021,,,,BuildOn,NGOs,Education,"BFA,GTM,HTI,MLI,MWI,NPL,SEN",,,,2026,2026,financial,Standard,Traditional aid,incoming,shared,commitment,2024-06-12,2021-03-29,,,,,313405,,2024-06-20,2024-06-20
